"MC_line_count","MC_cyclomatic","MC_essential","MC_design","line_code","line_comment","line_blank","line_code_and_comment","unique_operators","unique_operands","total_operators","total_operands","flow_graph","TARGET","source.1","source.2","source.3","source.4","source.5"
4,1,1,1,1,0,1,0,1,0,1,0,1,"0",1,0,0,0,0
28,7,7,4,20,3,3,0,11,14,46,32,13,"0",1,0,0,0,0
32,6,6,4,23,2,4,1,14,16,49,32,11,"0",1,0,0,0,0
67,19,19,6,0,0,0,0,0,0,0,0,37,"0",1,0,0,0,0
19,3,3,1,9,6,2,0,10,4,17,5,5,"0",1,0,0,0,0
72,5,1,1,50,9,8,0,19,20,176,93,9,"0",1,0,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",1,0,0,0,0
9,1,1,1,2,4,1,0,6,3,7,3,1,"0",1,0,0,0,0
8,1,1,1,6,0,0,0,7,10,14,10,1,"0",1,0,0,0,0
71,7,1,7,59,3,6,0,18,49,115,85,13,"0",1,0,0,0,0
14,1,1,1,9,0,3,0,5,5,17,12,1,"0",1,0,0,0,0
30,3,3,3,21,0,7,0,10,11,30,20,5,"0",1,0,0,0,0
41,7,1,7,31,3,5,0,20,28,85,61,13,"0",1,0,0,0,0
15,3,1,2,11,0,1,0,10,8,21,14,5,"0",1,0,0,0,0
8,1,1,1,5,0,1,0,5,4,9,6,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,6,3,7,3,1,"0",1,0,0,0,0
8,1,1,1,5,0,1,0,5,3,9,6,1,"0",1,0,0,0,0
35,3,3,2,22,2,8,1,18,16,59,39,5,"0",1,0,0,0,0
15,3,3,2,11,0,2,0,13,7,22,14,5,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,6,4,7,4,1,"0",1,0,0,0,0
19,6,3,2,14,0,3,0,12,11,31,27,11,"0",1,0,0,0,0
21,6,4,4,13,4,2,0,17,18,48,31,11,"0",1,0,0,0,0
6,1,1,1,2,1,0,0,4,2,4,2,1,"0",1,0,0,0,0
5,1,1,1,2,1,0,0,3,0,3,0,1,"0",1,0,0,0,0
113,9,1,6,82,13,16,0,22,41,175,103,17,"0",1,0,0,0,0
176,12,3,7,127,23,24,0,35,47,432,198,21,"0",1,0,0,0,0
7,1,1,1,4,0,0,0,4,6,13,12,1,"0",1,0,0,0,0
32,3,1,3,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
33,13,5,2,0,0,0,0,0,0,0,0,25,"0",1,0,0,0,0
96,13,7,7,68,12,11,0,13,33,136,108,25,"0",1,0,0,0,0
94,10,8,4,73,8,10,0,25,43,198,114,19,"0",1,0,0,0,0
163,10,1,9,116,19,24,1,23,66,333,238,19,"0",1,0,0,0,0
18,4,1,2,16,0,0,0,12,9,30,11,5,"0",1,0,0,0,0
39,4,1,4,20,6,7,4,18,25,56,41,7,"0",1,0,0,0,0
6,1,1,1,3,0,1,0,6,5,6,5,1,"0",1,0,0,0,0
11,3,1,3,7,0,1,0,12,10,26,16,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,5,5,10,8,1,"0",1,0,0,0,0
29,8,8,4,25,0,1,0,15,6,59,27,15,"0",1,0,0,0,0
12,3,1,3,9,0,1,0,6,4,13,8,5,"0",1,0,0,0,0
59,11,6,6,42,6,9,0,24,19,92,57,21,"0",1,0,0,0,0
5,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
7,2,1,2,6,0,0,1,6,5,8,6,3,"0",1,0,0,0,0
14,4,3,2,10,0,2,0,13,7,18,10,7,"0",1,0,0,0,0
19,4,3,2,13,0,4,0,14,9,29,17,7,"0",1,0,0,0,0
10,4,3,2,7,0,1,0,12,6,16,9,7,"0",1,0,0,0,0
9,2,1,2,6,0,1,0,9,6,12,11,3,"0",1,0,0,0,0
5,2,1,2,2,0,0,1,6,3,6,4,3,"0",1,0,0,0,0
11,1,1,1,4,4,1,0,7,5,10,6,1,"0",1,0,0,0,0
8,1,1,1,6,0,0,0,5,7,12,10,1,"0",1,0,0,0,0
8,1,1,1,6,0,0,0,5,7,12,10,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
33,3,1,3,23,0,8,0,14,17,64,50,4,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,3,5,3,1,"0",1,0,0,0,0
5,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
15,2,1,2,12,0,3,0,9,18,29,26,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,3,5,3,1,"0",1,0,0,0,0
11,4,3,1,7,0,2,0,11,6,16,10,7,"0",1,0,0,0,0
30,8,4,4,25,0,3,0,22,23,74,53,15,"0",1,0,0,0,0
11,4,3,1,9,0,0,0,13,6,29,18,7,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
23,6,1,6,17,0,4,0,8,18,39,36,11,"0",1,0,0,0,0
18,4,1,1,13,0,3,0,14,7,35,30,7,"0",1,0,0,0,0
38,10,3,8,28,1,7,0,13,19,62,39,19,"0",1,0,0,0,0
7,1,1,1,4,0,1,0,8,4,12,4,1,"0",1,0,0,0,0
25,3,1,3,22,0,1,0,13,22,64,38,5,"0",1,0,0,0,0
65,10,1,6,56,5,1,0,22,23,119,68,16,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,9,3,14,5,3,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,8,3,11,4,3,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,9,3,14,5,3,"0",1,0,0,0,0
43,15,15,7,36,0,3,0,14,21,70,64,29,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,8,3,11,4,3,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,9,3,14,5,3,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,8,3,11,4,3,"0",1,0,0,0,0
7,2,1,1,5,0,0,0,8,3,11,4,3,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,8,3,12,3,1,"0",1,0,0,0,0
5,2,1,1,3,0,0,0,9,4,9,6,3,"0",1,0,0,0,0
14,2,1,2,10,0,2,0,7,10,30,19,3,"0",1,0,0,0,0
17,2,1,2,13,0,2,0,13,11,33,16,3,"0",1,0,0,0,0
5,1,1,1,2,0,1,0,4,3,4,3,1,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,4,2,10,6,1,"0",1,0,0,0,0
141,20,1,17,94,25,19,1,20,18,285,175,39,"0",1,0,0,0,0
393,74,6,33,301,32,53,5,22,65,808,533,147,"0",1,0,0,0,0
84,4,1,4,71,7,4,0,15,17,259,160,7,"0",1,0,0,0,0
53,7,1,5,40,4,5,2,22,24,89,53,13,"0",1,0,0,0,0
97,32,4,15,86,1,7,1,30,35,367,230,61,"0",1,0,0,0,0
19,5,3,4,14,0,3,0,10,9,20,12,9,"0",1,0,0,0,0
26,6,6,1,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
41,4,1,4,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
41,4,1,4,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
36,10,9,9,0,0,0,0,0,0,0,0,19,"0",1,0,0,0,0
46,10,9,9,42,0,4,0,14,30,84,48,19,"0",1,0,0,0,0
22,3,1,2,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
28,3,1,2,25,0,3,0,16,17,41,24,5,"0",1,0,0,0,0
59,9,8,3,0,0,0,0,0,0,0,0,16,"0",1,0,0,0,0
74,10,7,6,0,0,0,0,0,0,0,0,18,"0",1,0,0,0,0
37,6,6,3,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
135,25,21,16,0,0,0,0,0,0,0,0,49,"0",1,0,0,0,0
20,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
37,6,6,3,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
23,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
70,14,11,6,0,0,0,0,0,0,0,0,27,"0",1,0,0,0,0
80,9,8,4,0,0,0,0,0,0,0,0,17,"0",1,0,0,0,0
61,9,9,5,0,0,0,0,0,0,0,0,17,"0",1,0,0,0,0
125,13,13,7,0,0,0,0,0,0,0,0,25,"0",1,0,0,0,0
61,9,9,5,0,0,0,0,0,0,0,0,17,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
29,4,1,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
43,8,7,1,0,0,0,0,0,0,0,0,15,"0",1,0,0,0,0
18,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
21,5,5,2,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
45,12,12,9,0,0,0,0,0,0,0,0,23,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
25,4,1,1,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
67,13,8,7,0,0,0,0,0,0,0,0,25,"0",1,0,0,0,0
167,30,14,9,0,0,0,0,0,0,0,0,59,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
27,3,1,2,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
33,7,6,4,0,0,0,0,0,0,0,0,13,"0",1,0,0,0,0
43,6,1,6,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
153,39,33,15,0,0,0,0,0,0,0,0,77,"0",1,0,0,0,0
106,11,1,7,0,0,0,0,0,0,0,0,21,"0",1,0,0,0,0
153,36,29,15,0,0,0,0,0,0,0,0,71,"0",1,0,0,0,0
103,12,1,7,0,0,0,0,0,0,0,0,23,"0",1,0,0,0,0
21,2,1,1,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
42,8,8,4,0,0,0,0,0,0,0,0,15,"0",1,0,0,0,0
23,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
41,7,7,6,0,0,0,0,0,0,0,0,13,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
18,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
55,7,1,5,41,9,3,0,15,18,69,45,13,"0",1,0,0,0,0
47,8,7,2,0,0,0,0,0,0,0,0,15,"0",1,0,0,0,0
101,12,11,6,0,0,0,0,0,0,0,0,23,"0",1,0,0,0,0
69,16,14,3,0,0,0,0,0,0,0,0,31,"0",1,0,0,0,0
67,5,1,3,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
55,4,1,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
11,1,1,1,6,0,2,0,6,4,15,9,1,"0",1,0,0,0,0
29,5,5,1,19,4,3,0,13,11,43,25,9,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
21,3,1,1,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
91,21,1,21,0,0,0,0,0,0,0,0,22,"0",1,0,0,0,0
15,2,1,2,12,0,1,0,10,11,22,12,3,"0",1,0,0,0,0
53,4,1,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
87,5,1,2,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
32,5,1,2,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
24,4,1,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
24,4,1,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
26,5,1,1,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
99,13,8,2,0,0,0,0,0,0,0,0,25,"0",1,0,0,0,0
26,5,1,1,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
26,4,1,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
99,14,12,5,0,0,0,0,0,0,0,0,27,"0",1,0,0,0,0
44,6,6,1,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
48,6,1,2,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
244,46,1,46,0,0,0,0,0,0,0,0,49,"0",1,0,0,0,0
28,4,1,1,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
111,22,1,18,88,15,6,0,26,49,140,89,35,"0",1,0,0,0,0
18,2,1,1,15,0,3,0,12,12,26,20,3,"0",1,0,0,0,0
28,6,3,5,23,0,3,0,9,19,33,22,11,"0",1,0,0,0,0
22,4,1,4,19,0,1,0,7,15,27,19,7,"0",1,0,0,0,0
5,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
34,3,1,3,20,6,4,1,12,18,41,29,5,"0",1,0,0,0,0
6,2,1,2,3,0,0,0,8,4,8,4,3,"0",1,0,0,0,0
8,1,1,1,4,0,1,0,9,12,19,14,1,"0",1,0,0,0,0
8,1,1,1,4,0,1,0,5,6,10,9,1,"0",1,0,0,0,0
45,3,1,3,31,4,3,0,12,11,74,48,5,"0",1,0,0,0,0
42,3,1,3,27,4,4,0,12,10,62,42,5,"0",1,0,0,0,0
173,45,39,5,137,15,17,0,25,42,432,247,89,"0",1,0,0,0,0
31,3,1,2,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
30,3,1,2,26,0,4,0,18,29,61,53,5,"0",1,0,0,0,0
27,3,1,2,0,0,0,0,0,0,0,0,5,"0",1,0,0,0,0
27,3,1,2,24,0,3,0,18,26,53,45,5,"0",1,0,0,0,0
7,17,13,5,0,0,0,0,0,0,0,0,33,"0",1,0,0,0,0
8,17,13,1,8,0,0,0,29,12,601,29,33,"0",1,0,0,0,0
9,17,13,5,0,0,0,0,0,0,0,0,33,"0",1,0,0,0,0
8,9,7,3,3,0,0,0,20,12,299,66,17,"0",1,0,0,0,0
45,6,1,1,30,6,7,0,15,17,48,36,11,"0",1,0,0,0,0
39,5,1,5,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
51,10,1,10,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
28,6,1,6,28,0,0,0,15,20,56,39,7,"0",1,0,0,0,0
47,6,4,4,42,2,3,0,17,34,103,86,11,"0",1,0,0,0,0
39,5,5,4,29,1,9,0,15,40,113,98,9,"0",1,0,0,0,0
65,14,1,6,40,15,8,0,13,12,95,59,27,"0",1,0,0,0,0
27,3,3,3,19,3,2,0,14,14,46,38,5,"0",1,0,0,0,0
19,13,13,11,0,0,0,0,0,0,0,0,25,"0",1,0,0,0,0
7,1,1,1,2,1,0,0,3,0,3,0,1,"0",1,0,0,0,0
13,1,1,1,7,0,0,0,4,8,15,14,1,"0",1,0,0,0,0
30,8,8,1,22,1,4,0,16,7,75,40,15,"0",1,0,0,0,0
5,1,1,1,2,0,0,0,4,2,5,2,1,"0",1,0,0,0,0
26,3,1,2,17,2,4,0,10,11,26,18,5,"0",1,0,0,0,0
30,5,1,1,22,1,4,0,12,5,52,32,9,"0",1,0,0,0,0
38,5,1,1,26,3,4,0,11,8,57,29,9,"0",1,0,0,0,0
89,5,1,1,41,27,13,4,13,17,111,72,9,"0",1,0,0,0,0
51,9,8,3,42,3,3,0,20,21,99,57,17,"0",1,0,0,0,0
15,2,1,2,10,1,1,0,8,6,24,13,3,"0",1,0,0,0,0
36,7,1,4,23,7,3,0,17,20,70,40,13,"0",1,0,0,0,0
9,1,1,1,5,0,0,0,7,3,11,4,1,"0",1,0,0,0,0
29,4,4,2,23,0,2,0,16,12,46,28,7,"0",1,0,0,0,0
19,2,1,2,13,0,0,0,8,12,27,23,3,"0",1,0,0,0,0
44,5,1,1,27,5,6,0,14,11,73,42,9,"0",1,0,0,0,0
51,3,1,1,33,6,6,0,11,16,104,70,5,"0",1,0,0,0,0
76,6,1,3,54,8,8,0,18,27,143,102,11,"0",1,0,0,0,0
51,9,1,6,33,9,7,0,20,17,67,39,17,"0",1,0,0,0,0
20,6,1,3,15,1,1,0,13,9,40,27,11,"0",1,0,0,0,0
14,2,1,2,12,0,2,0,9,10,16,13,3,"0",1,0,0,0,0
42,4,1,4,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
8,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
9,1,1,1,5,4,0,0,4,5,7,6,1,"0",1,0,0,0,0
35,1,1,1,26,1,8,0,7,36,87,85,1,"0",1,0,0,0,0
93,34,32,7,67,10,16,0,25,71,334,234,67,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
14,4,4,1,10,0,2,0,13,6,20,13,7,"0",1,0,0,0,0
9,1,1,1,5,1,1,0,5,6,10,6,1,"0",1,0,0,0,0
6,1,1,1,3,0,1,0,5,3,6,4,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
5,1,1,1,2,0,1,0,4,3,4,3,1,"0",1,0,0,0,0
81,12,6,9,0,0,0,0,0,0,0,0,23,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
6,1,1,1,3,0,1,0,5,6,11,9,1,"0",1,0,0,0,0
8,2,1,2,6,0,0,0,6,7,11,7,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
62,10,1,5,50,1,9,0,13,24,72,56,19,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
18,2,1,2,12,3,1,0,7,9,29,24,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,4,5,4,1,"0",1,0,0,0,0
29,3,3,2,15,5,7,0,13,11,39,20,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
51,9,4,6,33,6,10,0,23,18,76,66,17,"0",1,0,0,0,0
88,14,1,13,75,0,11,0,21,27,130,105,25,"0",1,0,0,0,0
76,14,1,8,58,0,16,0,26,24,134,79,23,"0",1,0,0,0,0
14,2,1,2,10,1,1,0,8,9,14,9,3,"0",1,0,0,0,0
99,7,1,6,0,0,0,0,0,0,0,0,13,"0",1,0,0,0,0
28,2,1,2,14,2,8,2,11,13,31,18,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
18,3,3,2,13,1,2,0,14,10,26,15,5,"0",1,0,0,0,0
17,3,3,2,12,1,2,0,14,10,26,15,5,"0",1,0,0,0,0
17,3,3,2,12,1,2,0,14,10,26,15,5,"0",1,0,0,0,0
7,1,1,1,3,0,2,0,6,4,8,4,1,"0",1,0,0,0,0
41,4,3,2,27,4,7,1,15,19,52,40,7,"0",1,0,0,0,0
51,4,3,2,26,10,9,2,17,22,66,53,7,"0",1,0,0,0,0
9,1,1,1,4,0,2,1,6,4,9,4,1,"0",1,0,0,0,0
18,3,1,3,9,3,4,0,12,11,30,16,5,"0",1,0,0,0,0
37,1,1,1,31,2,2,0,8,34,68,65,1,"0",1,0,0,0,0
7,1,1,1,4,1,0,0,5,3,11,6,1,"0",1,0,0,0,0
30,4,1,3,24,0,4,0,16,23,65,63,7,"0",1,0,0,0,0
24,2,1,1,13,1,8,0,13,16,35,27,3,"0",1,0,0,0,0
11,2,1,2,8,0,1,0,11,9,25,11,3,"0",1,0,0,0,0
12,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
7,1,1,1,4,0,1,0,9,8,20,9,1,"0",1,0,0,0,0
13,2,1,2,11,0,2,0,11,11,28,18,3,"0",1,0,0,0,0
13,2,1,2,9,0,1,0,11,11,32,14,3,"0",1,0,0,0,0
8,1,1,1,5,0,1,0,9,9,24,11,1,"0",1,0,0,0,0
6,1,1,1,2,0,0,2,4,3,10,6,1,"0",1,0,0,0,0
9,1,1,1,5,1,0,0,5,3,15,8,1,"0",1,0,0,0,0
59,4,1,2,48,0,8,0,22,43,155,105,7,"0",1,0,0,0,0
32,4,1,1,19,5,4,2,14,8,31,19,7,"0",1,0,0,0,0
82,8,6,5,0,0,0,0,0,0,0,0,15,"0",1,0,0,0,0
88,6,3,3,66,6,16,0,23,64,228,182,11,"0",1,0,0,0,0
56,8,6,7,0,0,0,0,0,0,0,0,15,"0",1,0,0,0,0
33,1,1,1,21,1,9,0,12,23,70,45,1,"0",1,0,0,0,0
276,36,10,8,198,38,36,0,26,44,584,392,71,"0",1,0,0,0,0
187,23,6,6,131,28,24,0,26,42,374,255,45,"0",1,0,0,0,0
26,2,1,1,18,0,5,0,8,7,84,58,3,"0",1,0,0,0,0
15,2,1,1,9,0,3,0,8,6,27,19,3,"0",1,0,0,0,0
20,2,1,2,14,0,4,0,11,16,39,25,3,"0",1,0,0,0,0
206,22,1,22,173,1,30,0,24,62,356,252,43,"0",1,0,0,0,0
60,13,1,12,55,0,3,0,9,29,91,75,25,"0",1,0,0,0,0
92,13,1,2,72,0,17,0,21,24,105,51,14,"0",1,0,0,0,0
87,13,1,13,70,0,15,0,21,19,94,52,14,"0",1,0,0,0,0
39,3,1,3,28,2,7,0,14,26,75,54,5,"0",1,0,0,0,0
32,1,1,1,26,0,3,0,6,30,111,96,1,"0",1,0,0,0,0
17,1,1,1,10,0,4,0,9,13,40,18,1,"0",1,0,0,0,0
37,2,1,1,29,0,6,0,14,23,89,48,3,"0",1,0,0,0,0
56,3,1,1,39,3,11,0,14,21,125,76,5,"0",1,0,0,0,0
13,3,3,2,8,0,3,0,12,8,18,10,5,"0",1,0,0,0,0
28,6,1,5,23,0,3,0,10,15,39,32,11,"0",1,0,0,0,0
51,5,4,2,40,2,6,0,17,26,133,78,9,"0",1,0,0,0,0
20,2,1,2,14,0,4,0,11,16,39,25,3,"0",1,0,0,0,0
36,3,1,3,25,2,7,0,14,26,69,50,5,"0",1,0,0,0,0
19,1,1,1,10,1,5,0,10,12,38,16,1,"0",1,0,0,0,0
21,1,1,1,12,1,6,0,10,14,37,20,1,"0",1,0,0,0,0
15,3,3,2,9,0,4,0,13,8,20,10,5,"0",1,0,0,0,0
206,12,3,7,143,10,46,4,27,50,545,324,23,"0",1,0,0,0,0
119,1,1,1,73,16,27,0,9,50,321,284,1,"0",1,0,0,0,0
64,1,1,1,27,19,15,0,8,26,104,92,1,"0",1,0,0,0,0
47,1,1,1,32,5,7,0,11,39,150,137,1,"0",1,0,0,0,0
68,6,1,1,42,10,12,0,16,42,117,93,11,"0",1,0,0,0,0
84,1,1,1,53,9,19,0,11,46,222,202,1,"0",1,0,0,0,0
66,10,1,2,48,2,10,1,15,32,166,92,19,"0",1,0,0,0,0
35,1,1,1,23,0,10,0,8,7,37,23,1,"0",1,0,0,0,0
14,1,1,1,5,0,7,0,9,3,13,5,1,"0",1,0,0,0,0
45,3,1,3,26,1,16,0,15,20,41,30,5,"0",1,0,0,0,0
61,11,1,10,47,0,12,0,9,25,77,63,21,"0",1,0,0,0,0
79,11,1,1,62,0,14,0,21,17,86,39,12,"0",1,0,0,0,0
74,11,1,11,60,0,12,0,19,16,80,44,12,"0",1,0,0,0,0
34,2,1,2,13,2,17,0,14,12,32,20,3,"0",1,0,0,0,0
29,1,1,1,22,0,4,0,6,26,93,80,1,"0",1,0,0,0,0
27,12,1,12,15,0,10,0,12,4,139,68,23,"0",1,0,0,0,0
30,1,1,1,16,0,12,0,8,5,43,27,1,"0",1,0,0,0,0
42,1,1,1,26,0,14,0,8,8,115,77,1,"0",1,0,0,0,0
15,3,3,2,9,0,4,0,13,8,20,10,5,"0",1,0,0,0,0
22,3,1,2,15,0,5,0,9,9,21,15,5,"0",1,0,0,0,0
32,3,1,2,25,0,5,0,15,14,33,22,4,"0",1,0,0,0,0
33,3,3,1,26,0,4,0,15,21,70,44,5,"0",1,0,0,0,0
18,1,1,1,10,0,6,0,9,13,28,19,1,"0",1,0,0,0,0
20,2,1,2,14,0,4,0,11,16,39,25,3,"0",1,0,0,0,0
53,5,1,5,42,0,9,0,18,31,79,61,9,"0",1,0,0,0,0
19,3,1,2,15,0,2,0,9,9,21,15,5,"0",1,0,0,0,0
31,3,1,2,22,0,6,0,11,14,35,21,4,"0",1,0,0,0,0
26,3,1,3,20,0,4,0,11,8,24,12,4,"0",1,0,0,0,0
39,3,1,3,28,2,7,0,14,26,75,54,5,"0",1,0,0,0,0
12,1,1,1,6,0,3,0,6,10,21,16,1,"0",1,0,0,0,0
19,1,1,1,11,0,5,0,10,13,42,18,1,"0",1,0,0,0,0
20,1,1,1,12,1,5,0,9,15,44,22,1,"0",1,0,0,0,0
13,3,3,2,8,0,3,0,12,8,18,10,5,"0",1,0,0,0,0
20,4,1,3,15,0,3,0,10,11,25,20,7,"0",1,0,0,0,0
39,4,1,2,30,0,7,0,16,16,39,25,5,"0",1,0,0,0,0
78,8,4,7,59,3,13,1,20,33,109,70,12,"0",1,0,0,0,0
28,8,7,3,22,1,3,0,16,10,43,24,15,"0",1,0,0,0,0
10,3,1,2,6,0,2,0,8,6,16,8,5,"0",1,0,0,0,0
78,11,11,7,62,8,8,0,22,45,161,120,21,"0",1,0,0,0,0
30,5,1,1,22,1,5,0,19,13,60,32,9,"0",1,0,0,0,0
111,29,23,3,68,32,11,0,18,38,168,130,57,"0",1,0,0,0,0
31,5,4,3,24,0,5,0,17,8,55,29,9,"0",1,0,0,0,0
49,3,1,2,37,0,9,0,17,35,118,75,5,"0",1,0,0,0,0
54,16,11,4,43,1,7,1,20,25,89,62,31,"0",1,0,0,0,0
22,2,1,1,12,3,5,0,14,15,38,26,3,"0",1,0,0,0,0
48,4,1,1,31,1,11,1,13,16,63,45,7,"0",1,0,0,0,0
25,5,4,3,21,0,2,0,18,10,55,30,9,"0",1,0,0,0,0
32,6,1,5,27,0,3,0,9,15,42,33,11,"0",1,0,0,0,0
51,6,1,2,40,0,9,0,18,20,51,31,7,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,5,5,8,5,1,"0",1,0,0,0,0
24,5,1,4,19,0,3,0,10,13,32,26,9,"0",1,0,0,0,0
38,5,1,5,30,0,6,0,13,12,38,20,6,"0",1,0,0,0,0
36,5,1,5,29,0,4,0,12,12,41,21,6,"0",1,0,0,0,0
38,5,1,5,30,0,6,0,14,13,42,24,6,"0",1,0,0,0,0
34,5,5,1,19,2,10,0,12,8,33,23,9,"0",1,0,0,0,0
33,2,1,2,24,0,6,0,15,22,65,37,3,"0",1,0,0,0,0
41,4,1,4,31,1,6,0,18,23,78,47,7,"0",1,0,0,0,0
25,5,4,3,21,0,2,0,17,9,62,38,9,"0",1,0,0,0,0
34,5,1,1,19,0,13,0,15,5,85,42,9,"0",1,0,0,0,0
21,2,1,2,16,0,3,0,13,7,58,28,3,"0",1,0,0,0,0
23,2,1,1,17,0,4,0,13,7,47,30,3,"0",1,0,0,0,0
59,3,1,1,32,14,11,0,11,9,63,36,5,"0",1,0,0,0,0
34,3,1,1,25,2,5,0,13,7,53,34,5,"0",1,0,0,0,0
14,1,1,1,8,0,4,0,10,11,17,17,1,"0",1,0,0,0,0
34,8,5,1,19,3,9,1,20,11,49,44,15,"0",1,0,0,0,0
46,10,6,1,29,4,10,1,22,12,71,54,19,"0",1,0,0,0,0
